BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
828226233RR0001	Ajax Church of God	Registered	2016-01-27		C	39	254-, 2-157 HARWOOD AVE NORTH	AJAX	ON	CA	L1Z0B6	
803270065RR0001	Ajax New Life Church	Registered	2011-01-01		C	39	42 HARLEY DRIVE,	AJAX	ON	CA	L1S5X5	
849913702RR0001	Ajax Ride 4 Youth Foundation Inc.	Registered	2012-09-14		A	23	38 WHITBREAD CRESCENT,	AJAX	ON	CA	L1Z0E3	
107797383RR0131	Ajax Seventh-day Adventist Community Church	Registered	2008-10-03		C	41	P.O. BOX 31087                RPO WESTNEY HEIGHTS	AJAX	ON	CA	L1T3V2	
818419376RR0001	Akwaaba Education Initiative	Registered	2015-01-01		C	21	70 ELSASSER RD	SEGUIN	ON	CA	P2A2W8	
831854807RR0001	Akwacross Canada Charitable Foundation	Registered	2011-09-01		C	21	726 CARTOGRAPHE ST	ORLEANS	ON	CA	K4A0Y8	
837076991RR0001	Al Green Sculpture Studio and School	Registered	2015-01-01		C	22	1-401 LOGAN AVENUE	TORONTO	ON	CA	M4M2P2	
843540840RR0001	Al Purdy A-Frame Association	Registered	2013-04-01		C	22	5 CENTRE ST	PICTON	ON	CA	K0K2T0	
810965368RR0001	Al Rayan Islamic Centre	Registered	2015-08-31		C	60	1 - 785 TAUNTON RD E	OSHAWA	ON	CA	L1H7K5	
807611298RR0001	Al-Furqaan Foundation Canada	Registered	2017-04-01		C	39	546 - 420 MAIN ST E	MILTON	ON	CA	L9T5G3	
879145910RR0001	Al-Zahra Islamic Centre	Registered	2008-01-01		C	60	5100 MAINGATE DRIVE           UNIT 4	MISSISSAUGA	ON	CA	L4W1X6	
818536286RR0001	Alan and Patricia Koval Foundation	Registered	2012-04-19		B	03	358 CONLEY STREET	THORNHILL	ON	CA	L4J6S4	
821217981RR0001	Alanwar Center	Registered	2016-09-16		C	20	114 - 1644 BANK STREET	OTTAWA	ON	CA	K1V7Y6	
849592894RR0001	Albania Canaan Christian Mission	Registered	2008-06-24		C	39	190 LYNDHURST DR	THORNHILL	ON	CA	L3T6T4	
849428446RR0001	Albright-Knox Contemporary and Modern Art Foundation Canada	Registered	2013-07-01		C	22	120 BALMORAL AVENUE	TORONTO	ON	CA	M4V1J4	
813369014RR0001	Alcohol Babies	Registered	2008-05-01		C	57	3225 TALLMAN DRIVE	VINELAND	ON	CA	L0R2C0	
752814699RR0001	Aleph to Taf Jewish Learning and Living	Registered	2017-08-04		C	49	3895 BATHURST ST.	TORONTO	ON	CA	M3H5V1	
824326789RR0001	Alex Gurn Cat Welfare Foundation	Registered	2015-01-30		A	03	141 ADELAIDE ST. WEST, SUITE 1	TORONTO	ON	CA	M5H3L5	
899192736RR0001	Algoma Music Camp	Registered	1995-01-01		C	22	6 MASSEY CRESCENT	SARNIA	ON	CA	N7S2P5	
863071668RR0001	Algonquin to Adirondacks Collaborative (A2A) La Collective d'Algonquin à Adirondacks (A2A)	Registered	2007-05-30		C	59	1 JESSIE STREET               PO BOX 88	LANSDOWNE	ON	CA	K0E1L0	
806251468RR0001	All Join Hands Canada Society Foundation	Registered	2012-01-04		C	22	165 KINGSLAKE ROAD	TORONTO	ON	CA	M2J3G4	
872480801RR0001	All Nations Charitable Properties	Registered	2005-02-03		C	49	4401 STEELES AVE. WEST	NORTH YORK	ON	CA	M3N2S4	
805531522RR0001	All Paws Matter	Registered	2016-08-24		C	54	54 IRONWOOD CRES	STOUFFVILLE	ON	CA	L4A5S6	
802762658RR0001	All Points-Festival City Realty, Brokerage Charitable Fund	Registered	2011-06-01		C	09	138 COURTHOUSE SQUARE	GODERICH	ON	CA	N7A1M9	
132960550RR0002	All Saints Anglican Church	Registered	1983-01-01		C	30	248 N. VIDAL STREET	SARNIA	ON	CA	N7T5Y4	
107910259RR0026	All Saints Parish	Registered	1967-01-01		C	38	1415 ROYAL YORK RD	ETOBICOKE	ON	CA	M9P3A7	
119132694RR0001	All Serbian Saints Serbian Orthodox Church	Registered	1971-01-01		C	39	2520 DIXIE ROAD	MISSISSAUGA	ON	CA	L4Y2A5	
811037027RR0001	All-Nation Evangelical Seventh Day Adventist Church	Registered	2009-08-10		C	41	719 MIDLAND AVENUE	SCARBOROUGH	ON	CA	M1K4E3	
840564611RR0001	All-Together Affordable Housing Corporation	Registered	2010-01-01		C	09	PO BOX 1709 STN CSC	BELLEVILLE	ON	CA	K8N0A5	
849078738RR0001	Allen Family Foundation	Registered	2012-08-21		B	03	181 BAY ST PO BOX 30030       BROOKFIELD PO	TORONTO	ON	CA	M5J0A5	
834864035RR0001	Alliance Global Serve Canada	Registered	2014-01-01		C	47	5230 RIVER FOREST COURT	MISSISSAUGA	ON	CA	L5V2C7	
803110493RR0001	Allstar Foundation - Wings of Hope	Registered	2009-11-26		B	03	70 REGATTA AVENUE	RICHMOND HILL	ON	CA	L4E4R1	
848597258RR0001	Alm Charitable Properties	Registered	2009-12-23		C	43	3500 FALLOWFIELD RD           UNIT 5	NEPEAN	ON	CA	K2J4A7	
843496654RR0001	Alma Children's Education Foundation	Registered	2009-11-17		C	20	19 KINGSWOOD ROAD	TORONTO	ON	CA	M4E3N4	
129995262RR0001	Almaguin Adult Learning Centre	Registered	1990-05-14		C	21	324 HWY 124	SOUTH RIVER	ON	CA	P0A1X0	
849021001RR0001	Almanarah Presbyterian Church	Registered	2010-06-24		C	37	250 HAMILTON ROAD	LONDON	ON	CA	N5Z1R3	
892989765RR0001	Almas Jiwani Foundation	Registered	1995-04-01		A	03	502-331 COOPER STREET	OTTAWA	ON	CA	K2P0G5	
830354858RR0001	Almost Famous Players	Registered	2011-06-03		C	22	224 JOSEPHINE STREET          P.O. BOX 1899	WINGHAM	ON	CA	N0G2W0	
800803470RR0001	Alpema Foundation	Registered	2015-09-10		B	03	198 ST LEONARD'S AVE	NORTH YORK	ON	CA	M4N1K7	
792952723RR0001	Alpha and Omega Christian Ministries	Registered	2016-01-01		C	39	512 - 1570 LAWRENCE AVE W	NORTH YORK	ON	CA	M6L1C2	
807498712RR0001	Alpha Revelation Foundation Corp.	Registered	2013-01-01		C	39	407 COXWELL AVENUE	TORONTO	ON	CA	M4L3B9	
826465031RR0001	AlphaNet Canada	Registered	2014-07-01		C	11	10 FOUR SEASONS PLACE         SUITE 1000	TORONTO	ON	CA	M9B6H7	
854263720RR0001	Alqalam Islamic Community Centre	Registered	2009-01-01		C	60	2430 DUFFERIN ST	YORK	ON	CA	M6E3T1	
119227528RR0001	Alterna Charity Trust	Registered	1985-05-06		B	75	319 MCRAE AVE	OTTAWA	ON	CA	K1Z0B9	
851241018RR0001	Aluna Theatre	Registered	2009-03-20		C	22	124-1 WILTSHIRE AVE	TORONTO	ON	CA	M6N2V7	
855601597RR0001	Always Care Christian Ministries	Registered	2008-03-20		C	39	203 - 10216 YONGE ST	RICHMOND HILL	ON	CA	L4C3B6	
825692866RR0001	Alzheimer Society of Brant, Haldimand Norfolk, Hamilton Halton	Registered	2012-05-11		C	11	6 BELL LANE, SUITE 701	BRANTFORD	ON	CA	N3T0C3	
118784909RR0001	Alzheimer Society of Hastings-Prince Edward	Registered	1987-11-21		C	11	470 DUNDAS ST E	BELLEVILLE	ON	CA	K8N1G1	
812717270RR0001	Alzheimer Society Niagara Foundation	Registered	2007-10-22		A	13	403 ONTARIO STREET            UNIT 1	ST. CATHARINES	ON	CA	L2N1L5	
124237124RR0001	Alzheimer Society Sudbury-Manitoulin North Bay & Société Alzheimer Sudbury-Manitoulin North Bay et districts	Registered	1986-11-01		C	11	960B NOTRE DAME AVENUE	SUDBURY	ON	CA	P3A2T4	
818604563RR0001	Alzheimer's Association International	Registered	2017-08-15		A	03	900 - 895 DON MILLS RD	NORTH YORK	ON	CA	M3C1W3	
847416138RR0001	Amant Foundation	Registered	2013-07-12		B	03	21 ROXBOROUGH STREET WEST	TORONTO	ON	CA	M5R2T9	
876304676RR0001	Amarok Society	Registered	2008-05-12		C	21	1001-3230 YONGE STREET	TORONTO	ON	CA	M4N3P6	
757929096RR0001	Amazing Grace of Christ Life Ministries	Registered	2017-08-11		C	39	200-230 EDDYSTONE AVENUE	TORONTO	ON	CA	M3N1H7	
833497084RR0001	Amazon Rainforest Conservancy	Registered	2014-03-03		B	59	404 SCOTT DR	ORANGEVILLE	ON	CA	L9W4M1	
807747126RR0001	Ambi Gala Foundation	Registered	2015-09-02		B	03	240 LOGAN AVE	TORONTO	ON	CA	M4M2N3	
838576775RR0001	Amecet Ministries	Registered	2013-12-20		C	47	395 ATWOOD LANE	OAKVILLE	ON	CA	L6H5G4	
805253713RR0001	Amen FM	Registered	2012-08-02		C	45	206 - 1085 BELLAMY RD N	SCARBOROUGH	ON	CA	M1H3C7	
850339763RR0001	American College of Trial Lawyers Canadian Foundation	Registered	2009-01-01		C	29	1300-100 QUEEN ST	OTTAWA	ON	CA	K1P1J9	
853991453RR0001	Amherstburg Community Foundation	Registered	2009-08-12		A	03	271 SANDWICH STREET SOUTH	AMHERSTBURG	ON	CA	N9V2A5	
857317259RR0001	Amistad Canada	Registered	2009-10-23		C	09	14 - 2530 SIXTH LINE	OAKVILLE	ON	CA	L6H6W5	
805965092RR0001	Amity Foundation	Registered	2011-06-17		C	21	SUITE 201                     1300 STEELES AVENUE EAST	BRAMPTON	ON	CA	L6T1A2	
803509694RR0001	Amped 2 go International Leadership Exchange	Registered	2011-01-01		C	47	107 SIMCOE ROAD	BRECHIN	ON	CA	L0K1B0	
119211282RR0001	Amref Health Africa in Canada	Registered	1973-07-19		C	11	489 COLLEGE ST STE 403	TORONTO	ON	CA	M6G1A5	
106708977RR0002	Amyotrophic Lateral Sclerosis Society of Canada Société Canadienne de la Sclérose Latérale Amyotrophique	Registered	1977-01-14		C	11	1701 - 393 UNIVERSITY AVE	TORONTO	ON	CA	M5G1E6	
888971371RR0001	An-Noor Private School	Registered	2013-01-01		C	20	1480 JANETTE AVENUE	WINDSOR	ON	CA	N8X1Z4	
824795066RR0001	Anandam Dancetheatre Productions	Registered	2010-07-01		C	22	307 - 38 ABELL ST	TORONTO	ON	CA	M6J0A2	
844104265RR0001	Anatolia Cultural Foundation	Registered	2011-01-01		C	22	308 - 3701 CHESSWOOD DR	NORTH YORK	ON	CA	M3J2P6	
887593267RR0001	Anba Abraam Charity	Registered	1994-03-08		C	09	1250 EGLINTON AVE W           BOX 207 A-12	MISSISSAUGA	ON	CA	L5V1N3	
845412550RR0001	Ancaster Society for the Performing Arts Corporation	Registered	2010-12-01		C	22	105 WILSON STREET WEST        UNIT 14	ANCASTER	ON	CA	L9G1N4	
798049094RR0001	Ancaster Village Church Of The Christian and Missionary Alliance in Canada	Registered	2015-09-30		C	39	37 HALSON ST	ANCASTER	ON	CA	L9G2S2	
804860955RR0001	Ancoura	Registered	2008-04-11		C	09	30 CLEARY AVE	OTTAWA	ON	CA	K2A4A1	
822656302RR0001	Andrew Daniels Fish Stewardship Foundation	Registered	2015-01-01		C	52	3952 SOUTH PORTAGE ROAD       RURAL ROUTE 2	HUNTSVILLE	ON	CA	P1H2J3	
823498159RR0001	Andrew Wommack Ministries Canada	Registered	2008-03-14		C	47	300 STEEPROCK DR	NORTH YORK	ON	CA	M3J2X1	
807796313RR0001	Andrew's Fund Canada	Registered	2011-12-01		C	30	32 SPYGLASS RIDGE	OTTAWA	ON	CA	K2S1R6	
858225782RR0001	Angels from Heaven Youth Foundation Inc.	Registered	2011-02-22		B	03	93 DEERCHASE CIRCLE	WOODBRIDGE	ON	CA	L4H1B4	
748984929RR0001	Angels of Hope Against Human Trafficking	Registered	2016-09-23		B	09	1 - 1191 LANSING AVE	SUDBURY	ON	CA	P3A4C4	
851604041RR0001	Angioma Alliance Canada	Registered	2013-01-18		C	11	328 CARNEGIE BEACH RD	PORT PERRY	ON	CA	L9L1B6	
826031627RR0001	Anglican Church of the Messiah Ottawa	Registered	2009-08-20		C	30	315 LISGAR ST	OTTAWA	ON	CA	K2P0E1	
832496855RR0001	Anglican Communion Alliance Inc.	Registered	2010-01-18		C	30	PO BOX 374	BRIGHTON	ON	CA	K0K1H0	
841055205RR0001	Anglican Network Church of the Good Shepherd (St. Catharines)	Registered	2009-12-08		C	30	677 NIAGARA STREET	ST. CATHERINES	ON	CA	L2M3R4	
106713456RR0001	Anglican Parish of Heart of Hastings	Registered	1967-01-01		C	30	P.O. BOX 329	MARMORA	ON	CA	K0K2M0	
893117440RR0001	Anglican Parish of Penetanguishene	Registered	1982-12-25		C	30	1 PEEL STREET	PENETANGUISHENE	ON	CA	L9M1A5	
131958738RR0001	Anglican Parish of St. John The Evangelist, Stirling	Registered	1967-01-01		C	30	P.O.BOX 262 73 NORTH STREET	STIRLING	ON	CA	K0K3E0	
847301413RR0001	Anglican Relief and Development Fund (Canada) (ARDFC)	Registered	2009-12-09		C	49	BOX 1013	BURLINGTON	ON	CA	L7R4R8	
108221938RR0001	Anglican United Refugee Alliance - AURA	Registered	1987-01-22		C	59	2723 ST CLAIR AVE EAST	TORONTO	ON	CA	M4B1M8	
822234712RR0001	Angus Glen Foundation	Registered	2011-03-29		B	03	10060 KENNEDY ROAD	MARKHAM	ON	CA	L6C1N9	
803997212RR0001	Animal Justice Canada	Registered	2009-04-01		C	54	5700-100 KING ST W	TORONTO	ON	CA	M5X1C7	
118983550RR0001	Animal Welfare Agency South Central Ontario	Registered	1967-01-01		C	54	250 RIVERBEND DRIVE	KITCHENER	ON	CA	N2B2E9	
826951030RR0001	Animikii Wajiw Miinigoowizwinan	Registered	2015-04-01		C	20	90 ANEMKI DR                  SUITE 200	FORT WILLIAM FIRST NATION	ON	CA	P7J1L3	
839600715RR0001	Anishinaabe Cultural and Language Support Centre	Registered	2012-04-01		C	56	237 AIRPORT ROAD              PO BOX 1720	KENORA	ON	CA	P9N3X7	
849991914RR0001	Anishnawbe Health Foundation	Registered	2011-02-04		A	03	225 QUEEN STREET EAST	TORONTO	ON	CA	M5A1S4	
861327005RR0001	Anjuman-e-Burhani (TORONTO)	Registered	2005-02-09		C	60	8929 BAYVIEW AVE	RICHMOND HILL	ON	CA	L4B3M8	
818529463RR0001	Anne McGrath Memorial Foundation Inc.	Registered	2010-10-06		B	03	20 ROSEDALE HEIGHTS DRIVE	TORONTO	ON	CA	M4T1C3	
816337547RR0001	Annette & Paul Wolf Family Foundation	Registered	2013-10-03		B	03	136 CLIFTON AVE	NORTH YORK	ON	CA	M3H4L5	
107910259RR0031	Annunciation of the Blessed Virgin Mary Parish	Registered	1967-01-01		C	38	3 COMBERMERE DRIVE	DON MILLS	ON	CA	M3A2W4	
817969850RR0001	Anointed Chapel	Registered	2010-07-15		C	39	1 LOWRY DR	BRAMPTON	ON	CA	L7A1A3	
811059641RR0001	Another Chance Wildlife Rehabilitation	Registered	2013-04-17		C	54	98 HEMLOCK STREET	ST. THOMAS	ON	CA	N5R1X9	
123582348RR0001	Anova: A Future Without Violence	Registered	1988-04-01		C	09	255 HORTON ST. EAST 3RD FLOOR	LONDON	ON	CA	N6B1L1	
848018891RR0001	Ansaar Foundation	Registered	2009-01-01		C	09	438A MILITARY TRAIL	SCARBOROUGH	ON	CA	M1G1E1	
846004802RR0001	Answering T.T.P. (Thrombotic Thrombocytopenic Purpura) Foundation	Registered	2011-07-01		A	13	22 PRINCE GEORGE DRIVE	TORONTO	ON	CA	M9A1Y1	
815574785RR0001	Anti Violence Educational Services	Registered	2016-04-12		C	59	402 OLD BARRIE RD W	ORO-MEDONTE	ON	CA	L0L2E0	
834767352RR0001	Anti-Hunger Coalition Timmins	Registered	2008-10-24		C	09	97 PINE ST S.  UNIT 5	TIMMINS	ON	CA	P4N2K2	
785664681RR0001	Antioch Apostolic Fellowship of Simcoe	Registered	2017-11-10		C	39	22 KORLEA CRES	ORILLIA	ON	CA	L3V7K5	
823918446RR0001	Antioch Community Church	Registered	2012-12-28		C	37	2364 CORNERBROOKE CRESCENT	OAKVILLE	ON	CA	L6M4B5	
845896638RR0001	Antioch Reformation Ministry	Registered	2013-07-11		C	39	8 HUSON COURT	ETOBICOKE	ON	CA	M9V4L1	
875572265RR0001	Aplastic Anemia and Myelodysplasia Association of Canada/Association canadienne de l'anémie aplasique et de la myélodysplasie	Registered	1990-07-01		C	11	321-11181 YONGE ST	RICHMOND HILL	ON	CA	L4S1L2	
853410967RR0001	Apostles Doctrinal End-Time Ministry of Jesus Christ	Registered	2017-03-13		C	39	53 CARRON AVE	MAPLE	ON	CA	L6A1Y6	
850294612RR0001	Apostolic Catholic Church of Canada	Registered	2007-11-10		C	39	25-750 OAKDALE ROAD	TORONTO	ON	CA	M2N2Z4	
815347588RR0001	Apostolic Christian Faith Church of Elmira	Registered	2015-01-05		C	45	7098 SIDEROAD 5	ELMIRA	ON	CA	N3B2Z1	
832191084RR0001	Apostolic Christian Relief of Canada	Registered	2011-12-14		A	45	9401 ALMA ST	MCGREGOR	ON	CA	N0R1J0	
757966320RR0001	Apostolic Exarchate For The Syro-Malabar Catholics in Canada	Registered	2017-01-01		C	38	6630 TURNER VALLEY ROAD	MISSISSAUGA	ON	CA	L5N2P1	
828818906RR0001	Apostolic Faith - Tabernacle of Praise	Registered	2014-06-18		C	39	218 - 238 BONIS AVE	SCARBOROUGH	ON	CA	M1T3W7	
810364067RR0001	Apostolic Pentecostal Church of Jesus Christ	Registered	2013-04-02		C	36	1350 WHITELAW AVENUE	OSHAWA	ON	CA	L1K0M6	
119288918RR1659	Appleby Tagalog Congregation of Jehovah's Witnesses, Burlington, Ontario	Registered	2015-10-13		C	61	4025 MAINWAY	BURLINGTON	ON	CA	L7M2L7	
850242413RR0001	Applewood Centre for Adult Learning	Registered	2008-06-25		C	11	3566 SOUTH COMMON COURT	MISSISSAUGA	ON	CA	L5L2B1	
889745840RR0001	Applewood Heights Gospel Hall	Registered	1967-01-01		C	39	2451 NICHOLS DR	OAKVILLE	ON	CA	L6H6T2	
118870336RR0001	Apsley Community Chapel	Registered	1967-01-01		C	39	PO BOX 370	APSLEY	ON	CA	K0L1A0	
831870209RR0001	Aptowitzer Family Foundation	Registered	2011-01-01		B	05	564 HIGHCROFT AVE	OTTAWA	ON	CA	K1Z5J5	
816860779RR0001	Aquatarium	Registered	2015-07-21		C	50	P.O. BOX 5000 STATION MAIN	BROCKVILLE	ON	CA	K6V7A5	
844491449RR0001	Ar Rashaad Centre Inc.	Registered	2015-06-12		C	60	2 - 18 AUTOMATIC RD	BRAMPTON	ON	CA	L6S5N5	
816337810RR0001	Ar-Rahman Islamic Organization	Registered	2009-03-30		C	60	40-1110 FINCH AVENUE WEST     SUITE 1129	TORONTO	ON	CA	M3J3M2	
830196606RR0001	Arabic New Life Ministries	Registered	2011-01-01		C	39	49 ELMA STREET	ST. CATHARINES	ON	CA	L2N6Z2	
845740836RR0001	Arax Community Support Centre Incorporated	Registered	2014-01-01		C	56	809 ARROW ROAD	TORONTO	ON	CA	M9M2L4	
850477134RR0001	Arbonne Charitable Foundation	Registered	2012-09-14		A	03	7135, KENNEDY ROAD	MISSISSAUGA	ON	CA	L5S0A6	
839497757RR0001	Arbor Gallery - Centre for Contemporary Art	Registered	2013-12-27		C	50	36 HOME AVENUE                POST OFFICE BOX 869	VANKLEEK HILL	ON	CA	K0B1R0	
805854114RR0001	Arbor Memorial Foundation	Registered	2011-08-17		B	03	2 JANE STREET	TORONTO	ON	CA	M6S4W8	
861259273RR0001	Arc Angels	Registered	2004-08-17		C	09	PO BOX 99                     140 MAIN ST	DASHWOOD	ON	CA	N0M1N0	
893127969RR0001	Arc Poetry Society	Registered	2016-05-02		C	22	16 ELVINA ST	GLOUCESTER	ON	CA	K1J7L1	
733846521RR0001	Archangel Raphael & St. Marina Coptic Orthodox Church	Registered	2017-01-31		C	39	1245 EGLINTON AVENUE WEST	MISSISSAUGA	ON	CA	L5V2M4	
823251343RR0001	Archdiocese, Ethiopian Orthodox Tewahedo Church in Canada ofthe Holy Synod of Ethiopia	Registered	2003-05-05		C	39	306-1684 VICTORIA PARK AVENUE	TORONTO	ON	CA	M1R1R1	
862096377RR0001	Archives Lanark	Registered	2009-09-22		C	50	P.O. BOX 512	PERTH	ON	CA	K7H3K4	
800994204RR0001	Arctic Research Foundation	Registered	2011-08-24		C	21	201 BRIDGELAND AVENUE	TORONTO	ON	CA	M6A1Y7	
106720717RR0001	Arden and Community Wesleyan Church	Registered	1967-01-01		C	39	PO BOX 82	ARDEN	ON	CA	K0H1B0	
890234784RR0001	Arden Pastoral Charge	Registered	1967-01-01		C	44	PO BOX 85	ARDEN	ON	CA	K0H1B0	
855748224RR0001	Argyle II Historic Trust	Registered	2012-08-10		C	52	POST OFFICE BOX 158	CLEARWATER BAY	ON	CA	P0X1S0	
859778870RR0001	Argyle Nursing Station Incorporated	Registered	2015-06-26		A	13	11851 HIGHWAY 522	PORT LORING	ON	CA	P0H1Y0	
785425497RR0001	Ari and Naomi Klein Charitable Trust	Registered	2016-01-08		B	03	90 RONSON DR	ETOBICOKE	ON	CA	M9W1B6	
808307490RR0001	Ariel's Legacy Foundation	Registered	2010-03-10		C	11	258 ADELAIDE ST. E.           #302	TORONTO	ON	CA	M5A1N1	
813245636RR0001	Arirang Age-Friendly Community Centre	Registered	2016-05-31		C	09	205 - 130 DUNDAS ST E	MISSISSAUGA	ON	CA	L5A3V8	
755608494RR0001	Arise Ministry	Registered	2017-03-07		C	59	20 - 2828 RICHMOND RD	OTTAWA	ON	CA	K2B8S1	
801007808RR0001	Ark of the Lord Temple	Registered	2016-02-16		C	39	225-211 BRONSON AVENUE	OTTAWA	ON	CA	K1R6H5	
809403447RR0001	Ark of God Bible Ministries Prophetic Centre	Registered	2013-07-07		C	39	105-30 EPPLEWORTH ROAD	TORONTO	ON	CA	M1K3G9	
762651891RR0001	Ark of God Healing Ministries	Registered	2017-07-14		C	39	15 MASSEY STREET,	BRAMPTON	ON	CA	L6S2V6	
833304421RR0001	Armenian Family Support Services Inc.	Registered	2012-01-01		C	09	PH1 - 330 HIGHWAY 7 E	RICHMOND HILL	ON	CA	L4B3P8	
839031150RR0001	Arnprior and District Breast Cancer Support Group Inc.	Registered	2008-03-06		A	11	P.O. BOX 255	ARNPRIOR	ON	CA	K7S3H6	
106722978RR0001	Arnprior Regional Health	Registered	1967-01-01		C	10	350 JOHN ST N	ARNPRIOR	ON	CA	K7S2P6	
845624808RR0001	Arnprior Regional Health Auxiliary	Registered	1992-12-26		C	19	350 JOHN STREET NORTH	ARNPRIOR	ON	CA	K7S2P6	
809427388RR0001	Arpana Canada	Registered	2016-03-21		C	11	7 SCARLETT DRIVE	BRAMPTON	ON	CA	L6Y3S9	
778051722RR0001	Art at Heart Inc.	Registered	2017-06-30		C	11	17 SIR MODESTO CRT	MAPLE	ON	CA	L6A0E2	
808016059RR0001	Art for Cancer Foundation	Registered	2011-04-01		C	11	91 MILLER ST	TORONTO	ON	CA	M6N2Z8	
848982658RR0001	Art with a Heart Inc.	Registered	2010-03-22		C	22	209 DUNDAS STREET E.          LOWER LEVEL UNITS 1 & 2	WHITBY	ON	CA	L1N7H8	
136019635RR0001	Art Dealers Association of Canada Foundation / Fondation de l'Association des marchands d'art du Canada	Registered	1986-04-01		C	22	393 - 401 RICHMOND ST W	TORONTO	ON	CA	M5V3A8	
819737750RR0001	Art Gallery of Bancroft Inc	Registered	2009-07-24		C	50	10 FLINT AVE                  PO  BOX 398	BANCROFT	ON	CA	K0L1C0	
106818925RR0001	Art Gallery of Burlington	Registered	1979-01-01		C	22	1333 LAKESHORE RD	BURLINGTON	ON	CA	L7S1A9	
890621378RR0001	Art Gallery of Burlington Foundation	Registered	1983-02-04		A	53	1333 LAKESHORE ROAD	BURLINGTON	ON	CA	L7S1A9	
119243491RR0001	Art Gallery of Guelph	Registered	1978-11-30		C	50	358 GORDON STREET	GUELPH	ON	CA	N1G1Y1	
119218501RR0001	Art Song Foundation of Canada	Registered	1975-10-01		C	22	704-31 TICHESTER ROAD	TORONTO	ON	CA	M5P3L8	
803435643RR0001	Art Takes Action for Charity	Registered	2015-08-21		B	22	70 OLD SHEPPARD AVENUE        UNIT 310	NORTH YORK	ON	CA	M2J3L6	
803846724RR0001	Art With Impact Canada	Registered	2015-10-06		C	20	3 - 458 WOOLWICH ST	GUELPH	ON	CA	N1H3X5	
122871270RR0001	Art-Official Inc.	Registered	2009-07-01		C	22	1490 DUNDAS STREET WEST	TORONTO	ON	CA	M6K1T5	
860767094RR0001	Artbarn School	Registered	2008-02-01		C	22	250 EGLINGTON AVE. WEST	TORONTO	ON	CA	M4R1A7	
842452583RR0001	Artbound	Registered	2015-07-14		A	03	664A WELLINGTON ST. W.	TORONTO	ON	CA	M5V1G4	
858682651RR0001	Arthouse for Children and Youth	Registered	2010-02-10		C	22	115 GEORGE STREET, 522	OAKVILLE	ON	CA	L6J0A2	
842776239RR0001	Arthur Christian School	Registered	2014-09-03		C	20	161 ELIZA STREET              BOX 340	ARTHUR	ON	CA	N0G1A0	
119101269RR0001	Arthur Circle WMS	Registered	1967-01-01		C	47	284 MARY ST.	GODERICH	ON	CA	N7A3B2	
837818434RR0001	Arthur Mennonite Fellowship	Registered	2015-01-01		C	39	7249 WELLINGTON ROAD 8        RR 2	ALMA	ON	CA	N0B1A0	
817037765RR0001	Artistic Development Support Group	Registered	2015-06-17		C	11	27 NAPANEE STREET	RICHMOND HILL	ON	CA	L4E0X3	
822962205RR0001	Artists for Peace and Justice Canada	Registered	2011-10-24		C	20	1202-390 BAY ST	TORONTO	ON	CA	M5H2Y2	
817021868RR0001	Arts for Health and Learning	Registered	2010-08-10		C	11	5005 COUNTRY ROAD 43          RURAL ROUTE 5	PERTH	ON	CA	K7H3C7	
118790708RR0001	Arts Council - Windsor and Region	Registered	1980-01-01		C	22	1942 WYANDOTTE ST E	WINDSOR	ON	CA	N8Y1E4	
844217034RR0001	Arts Healing Hearts	Registered	2013-10-29		C	09	27 ELKWOOD DRIVE	TORONTO	ON	CA	M1C2C2	
851620351RR0001	Artsbuild Ontario Charitable Organization	Registered	2009-02-06		A	23	44 GAUKEL ST	KITCHENER	ON	CA	N2G4P3	
864335435RR0001	Artswell	Registered	2009-07-31		C	11	224-211 BRONSON AVE	OTTAWA	ON	CA	K1R6H4	
845444371RR0001	Asian Women Skills and Community Development Agency (AWSCDA)	Registered	2015-03-13		C	20	814 WINGARDEN CRES.	PICKERING	ON	CA	L1V0C2	
814966362RR0001	Ask Network Canada	Registered	2015-06-12		C	39	17 MYRAND AVE	OTTAWA	ON	CA	K1N5N7	
840330153RR0001	Asociacion de Mujeres Chilenas de Ontario/Association of Chilean Women of Ontario	Registered	2012-10-29		C	09	PO BOX 11584 RPO THE EAST MALL	ETOBICOKE	ON	CA	M9B6L1	
850219213RR0001	Asphodel Norwood Firefighters Association	Registered	2008-01-28		C	59	P.O. BOX 95, 37 ALMA STREET	NORWOOD	ON	CA	K0L2V0	
892138041RR0001	Asphodel Norwood Ministerial Association	Registered	1996-05-22		C	49	BOX 413	NORWOOD	ON	CA	K0L2V0	
802926444RR0001	Aspire Change Foundation	Registered	2015-01-01		C	21	7 CYGNUS DRIVE	RICHMOND HILL	ON	CA	L4C8P3	
845195395RR0001	Assemblée de Dieu Mon Rocher	Registered	2012-07-25		C	39	49 SOLMAR AVE	WHITBY	ON	CA	L1R2Z6	
118791235RR0001	Assemblea Cristiana Pentecostale Italiana	Registered	1967-01-01		C	36	686 OSSINGTON AVE	TORONTO	ON	CA	M6G3T7	
