BN/Registration Number	Charity Name	Charity Status	Effective Date of Status	Sanction	Designation code	Category code	Address	City	Province	Country	Postal Code/Zip Code	
107910259RR0171	Ss. Salvador do Mundo's Parish	Registered	1977-01-01		C	38	1225 MELTON DRIVE	MISSISSAUGA	ON	CA	L4Y4B1	
757966320RR0008	St. Alphonsa Syro Malabar Catholic Cathedral, Mississauga	Registered	2017-10-27		C	39	6630 TURNER VALLEY RD	MISSISSAUGA	ON	CA	L5N2P1	
107910259RR0120	St. Catherine of Siena Parish	Registered	1967-01-01		C	38	ST. CATHERINE OF SIENA CHURCH 2340 HURONTARIO ST	MISSISSAUGA	ON	CA	L5B1N1	
107910259RR0119	St. Christopher's Parish	Registered	1967-01-01		C	38	1171 CLARKSON RD NORTH	MISSISSAUGA	ON	CA	L5J2W1	
107910259RR0137	St. Dominic's Parish	Registered	1967-01-01		C	38	625 ATWATER AVE	MISSISSAUGA	ON	CA	L5G2A8	
107910259RR0188	St. Ignatius Loyola Parish	Registered	1982-04-01		C	38	2300 BURNHAMTHORPE ROAD WEST	MISSISSAUGA	ON	CA	L5L3T6	
107910259RR0144	St. Joseph's Parish	Registered	1967-01-01		C	38	5440 DURIE ROAD	MISSISSAUGA	ON	CA	L5M2J5	
107910259RR0158	St. Martin of Tours Parish	Registered	1967-01-01		C	38	1290 MCBRIDE AVENUE	MISSISSAUGA	ON	CA	L5C1M8	
757966320RR0009	St. Mary Knanaya Mission Syro-Malabar Catholic Church, Toronto	Registered	2017-10-27		C	39	5555 CREDITVIEW ROAD	MISSISSAUGA	ON	CA	L5V2B9	
107910259RR0138	St. Mary Star of the Sea Parish	Registered	1967-01-01		C	38	11 PETER ST SOUTH	MISSISSAUGA	ON	CA	L5H2G1	
107910259RR0185	St. Maximilian Kolbe Parish	Registered	1979-12-02		C	38	4260 CAWTHRA ROAD	MISSISSAUGA	ON	CA	L4Z1V8	
107910259RR0121	St. Patrick's Parish	Registered	1967-01-01		C	38	921 FLAGSHIP DR	MISSISSAUGA	ON	CA	L4Y2J6	
815281209RR0001	St. Stephens Malankara Orthodox Church of Canada	Registered	2011-11-08		C	39	146-6399 SPINNAKER CIRCLE	MISSISSAUGA	ON	CA	L5W1Z6	
107910259RR0232	St.Josephine Bakhita Parish	Registered	2009-03-31		C	38	3600 FOREST BLUFF CRESCENT	MISSISSAUGA	ON	CA	L5N7W2	
850246869RR0001	St.Julien E-Preservation Society	Registered	2010-03-23		C	50	4 ROBERT SPECK PARKWAY        SUITE 1600	MISSISSAUGA	ON	CA	L4Z1S1	
890625171RR0001	St.Mary's Syriac Orthodox Church of Canada	Registered	1990-03-11		C	39	2521 TEDLO ST	MISSISSAUGA	ON	CA	L5A4A8	
802127555RR0001	Starkey Hearing Foundation Canada	Registered	2009-01-01		C	19	7310 RAPISTAN COURT	MISSISSAUGA	ON	CA	L5N6L8	
802700542RR0001	Start2Finish Canada	Registered	2006-02-17		C	21	303 - 4230 SHERWOODTOWNE BLVD	MISSISSAUGA	ON	CA	L4Z2G6	
828311910RR0001	Streetwise Actors Inc.	Registered	2011-03-10		C	22	2355 FIFTH LINE WEST          TOWNHOUSE # 17	MISSISSAUGA	ON	CA	L5K2M8	
107910259RR0044	Sts. Cyril and Methodius Parish	Registered	1967-01-01		C	38	5255 THORNWOOD DRIVE	MISSISSAUGA	ON	CA	L4Z3J3	
107910259RR0154	Sts. Martha and Mary Parish	Registered	1967-01-01		C	38	1870 BURNHAMTHOPE	MISSISSAUGA	ON	CA	L4X2S5	
107910259RR0183	Sts. Peter and Paul Parish	Registered	1979-01-01		C	38	4070 CENTRAL PARKWAY EAST	MISSISSAUGA	ON	CA	L4Z1T6	
835413899RR0001	Subhash and Promila Jhamb Foundation	Registered	2008-12-08		B	03	1261 CATCHACOMA COURT	MISSISSAUGA	ON	CA	L5H2X5	
806219101RR0001	Suffah Academy of Learning Inc.	Registered	2013-08-08		C	20	6610 TURNER VALLEY ROAD	MISSISSAUGA	ON	CA	L5N2P1	
135050227RR0001	SAFE CITY MISSISSAUGA	Registered	1995-12-17		C	59	1055A-300 CITY CENTRE DRIVE	MISSISSAUGA	ON	CA	L5B3C9	
119132173RR0001	SAINT ILIJA MACEDONIAN ORTHODOX CHURCH	Registered	1980-01-01		C	39	35 - 5160 EXPLORER DR	MISSISSAUGA	ON	CA	L4W4T7	
880122627RR0001	SAINT JOSEPH SYRIAC CATHOLIC CHURCH	Registered	1999-01-01		C	39	999 LAKESHORE RD .E.	MISSISSAUGA	ON	CA	L5E1E5	
119132496RR0001	SAINT LUKE'S DIXIE SENIOR RESIDENCE CORP.	Registered	1982-01-01		C	09	4150 WESTMINSTER PLACE	MISSISSAUGA	ON	CA	L4W3Z7	
870505880RR0001	SAMPRADAYA DANCE CREATIONS	Registered	1998-09-29		C	22	5-3250 RIDGEWAY DRIVE	MISSISSAUGA	ON	CA	L5L5Y6	
840079875RR0001	SATCHIDANANDA SADGURU SHIRDI SAINATH MAHARAJ MANDIR	Registered	2007-01-01		C	39	1190 MID-WAY BVLD             UNIT 13	MISSISSAUGA	ON	CA	L5T2B9	
870584562RR0001	SAVIOUR OF THE WORLD CHINESE CATHOLIC PARISH	Registered	1998-01-01		C	38	30 BRISTOL RD. WEST	MISSISSAUGA	ON	CA	L5R3K3	
889100368RR0001	SEAN RYAN CHILDREN'S FUND	Registered	1996-10-31		C	09	27 BRIARWOOD AVE	MISSISSAUGA	ON	CA	L5G3N4	
126074517RR0001	SERBIAN BROTHERS HELP OF CANADA INC	Registered	1967-01-01		C	09	2520 DIXIE RD	MISSISSAUGA	ON	CA	L4P2A5	
861107373RR0001	SHANE MUSTAPHA MASJID	Registered	2005-01-01		C	60	6348 ORMINDALE WAY	MISSISSAUGA	ON	CA	L5V1J2	
889958559RR0001	SHEPHERD'S VOICE CANADA	Registered	1998-01-01		C	09	7301 ZINNIA PLACE	MISSISSAUGA	ON	CA	L5W1K6	
107976672RR0001	SHERIDAN PARK ALLIANCE CHURCH	Registered	1967-01-01		C	39	2440 FIFTH LINE WEST	MISSISSAUGA	ON	CA	L5K1W1	
119288918RR0804	SHERIDAN PARK CONGREGATION OF JEHOVAH'S WITNESSES	Registered	1990-08-01		C	61	3952 QUIET CREEK DR	MISSISSAUGA	ON	CA	L5M8B4	
107976706RR0001	SHERIDAN UNITED CHURCH	Registered	1967-01-01		C	44	2501 TRUSCOTT DR	MISSISSAUGA	ON	CA	L5J2B3	
899333850RR0001	SHILOH CHRISTIAN INSTITUTE OF ONTARIO	Registered	1996-01-01		C	20	7811 WILDFERN DRIVE	MISSISSAUGA	ON	CA	L4T3P8	
874870413RR0001	SHIVA GANESH MANDIR	Registered	2004-03-01		B	48	6862 CAMPBELL SETTLER COURT	MISSISSAUGA	ON	CA	L5V1L7	
836326561RR0001	SHREE HARANARAIN MANDIR	Registered	2007-03-17		C	48	1043 BLUEHERON BLVD	MISSISSAUGA	ON	CA	L5V2J8	
141017186RR0001	SHRI VITTHAL HINDU MANDIR (TORONTO) INC.	Registered	1994-03-26		C	48	10 - 5359 TIMBERLEA BLVD	MISSISSAUGA	ON	CA	L4W4N5	
119149433RR0001	SHROMANI SIKH SANGAT TORONTO	Registered	2005-01-01		C	62	2377 DUNWIN DRIVE	MISSISSAUGA	ON	CA	L5L1T1	
868808197RR0001	SHWACHMAN DIAMOND SYNDROME CANADA	Registered	1998-01-01		C	11	2152 GATLEY RD.	MISSISSAUGA	ON	CA	L5H3L9	
816173496RR0001	SIKHS SERVING CANADA ASSOCIATION	Registered	2011-09-21		C	09	2832 SLOUGH ST	MISSISSAUGA	ON	CA	L4T1G3	
823289814RR0001	SILVERTHORN SYMPHONIC WINDS	Registered	2008-07-01		C	22	15 PINE CLIFF DRIVE	MISSISSAUGA	ON	CA	L5N1E2	
875911505RR0001	SIPHO	Registered	2003-12-09		C	09	2450 MILLTOWER COURT	MISSISSAUGA	ON	CA	L5N5Z6	
892873761RR0001	SISTERHOOD OF SOLEL CONGREGATION	Registered	1993-06-01		C	49	2399 FOLKWAY DRIVE	MISSISSAUGA	ON	CA	L5L2M6	
816033674RR0001	SLAVIC BAPTIST MISSIONARY CHURCH	Registered	2005-06-01		C	39	6800 KITIMAT RD               UNIT 33	MISSISSAUGA	ON	CA	L5N5N1	
866871213RR0001	SLAVIC CHURCH OF EVANGELIC CHRISTIAN FAITH	Registered	2003-01-15		C	39	3434 CAWTHRA ROAD	MISSISSAUGA	ON	CA	L5A2X7	
119152734RR0001	SOCIAL PLANNING COUNCIL OF PEEL	Registered	1977-03-07		C	09	209 - 1515 MATHESON BLVD E	MISSISSAUGA	ON	CA	L4W2P5	
132410671RR0410	SOCIETY OF SAINT VINCENT DE PAUL - ST. IGNATIUS LOYOLA CONFERENCE	Registered	2001-01-01		C	09	2300 BURNHAMTHORPE ROAD WEST	MISSISSAUGA	ON	CA	L5L3T6	
132410671RR0333	SOCIETY OF ST VINCENT DE PAUL - PEEL PARTICULAR COUNCIL	Registered	1999-01-01		C	09	113 - 5230 GLEN ERIN DR	MISSISSAUGA	ON	CA	L5M5Z7	
132410671RR0262	SOCIETY OF ST VINCENT DE PAUL - ST CATHERINE OF SIENA, MIS	Registered	1997-01-01		C	09	2340 HURONTARIO ST	MISSISSAUGA	ON	CA	L5B1N1	
132410671RR0340	SOCIETY OF ST VINCENT DE PAUL - ST DOMINIC CONFERENCE	Registered	2000-01-01		C	09	177 MINEOLA RD E	MISSISSAUGA	ON	CA	L5G2E7	
132410671RR0277	SOCIETY OF ST VINCENT DE PAUL- MERCIFUL REDEEMER CONFERENCE	Registered	1998-01-01		C	09	2775 ERIN CENTRE BLVD	MISSISSAUGA	ON	CA	L5M5W2	
892468364RR0001	SOCIETY OF ST VINCENT DE PAUL-STS MARTHA AND MARY CONFERENCE	Registered	1993-01-01		C	09	1870 BURNHAMTHORPE RD E	MISSISSAUGA	ON	CA	L4X2S5	
132410671RR0122	SOCIETY OF ST VINCENT DE PAUL, SAINT JOHN OF THE CROSS CONF	Registered	1993-01-01		C	09	6890 GLEN ERIN DRIVE	MISSISSAUGA	ON	CA	L5N2E1	
132410671RR0269	SOCIETY OF ST VINCENT DE PAUL, ST FRANCIS OF ASSISI CONFER	Registered	1997-01-01		C	09	2473 THORN LODGE DRIVE	MISSISSAUGA	ON	CA	L5K1K8	
132410671RR0031	SOCIETY OF ST-VINCENT DE PAUL, ST JOSEPH CONFERENCE, STREETSVILLE	Registered	1993-01-01		C	09	5440 DURIE RD	MISSISSAUGA	ON	CA	L5M2J5	
892667163RR0001	SOCRATES HELLENIC SCHOOL OF MISSISSAUGA AND DISTRICT	Registered	2009-03-24		C	20	PO BOX 77231 RPO COURTNEY PARK	MISSISSAUGA	ON	CA	L5T2P4	
119156008RR0001	SOLEL CONGREGATION OF MISSISSAUGA	Registered	1973-08-28		C	42	2399 FOLKWAY DR	MISSISSAUGA	ON	CA	L5L2M6	
890807621RR0001	SOLID ROCK BAPTIST CHAPEL OF MISSISSAUGA	Registered	1998-06-28		C	31	3665 HAVEN GLENN	MISSISSAUGA	ON	CA	L4X1X7	
870802485RR0001	SOUTH ASIAN EVANGELICAL CHRISTIAN FELLOWSHIP	Registered	1999-04-01		C	47	4633 CROSSCREEK COURT	MISSISSAUGA	ON	CA	L5V1G5	
132238585RR0001	SPIRIT OF PENTECOST	Registered	1967-01-01		C	36	P O BOX 20059                 3029 CLAYHILL RD	MISSISSAUGA	ON	CA	L5B4L7	
119159853RR0001	SPIRITUAL ASSEMBLY OF THE BAHA'IS OF MISSISSAUGA	Registered	1967-01-01		C	33	3932 BEACHAM STREET	MISSISSAUGA	ON	CA	L5N6S9	
819595893RR0001	SQUARE ONE OLDER ADULT CENTRE	Registered	2009-10-06		C	09	100 CITY CENTRE DRIVE         PO BOX 2214	MISSISSAUGA	ON	CA	L5B2C9	
865316004RR0001	SRI GANESHA DURGA HINDU TEMPLE OF MISSISSAUGA	Registered	2005-03-08		C	48	7220 TRANMERE DRIVE	MISSISSAUGA	ON	CA	L5S1L6	
889198446RR0001	SRI GURU SINGH SABHA CANADA (MALTON)	Registered	1977-12-10		C	59	7280 AIRPORT ROAD	MISSISSAUGA	ON	CA	L4T2H3	
846321164RR0001	SRI SATHYA SAI BABA CENTRE OF COOKSVILLE	Registered	2008-01-01		C	48	2061 FOLKWAY DRIVE	MISSISSAUGA	ON	CA	L5L3G3	
889967626RR0001	SRI SATHYA SAI BABA CENTRE OF TORONTO EAST	Registered	2003-04-03		C	49	345 MEADOWS BOULEVARD         UNIT #32	MISSISSAUGA	ON	CA	L4Z1G5	
889782041RR0001	ST ANDREW'S PRESBYTERIAN CHURCH	Registered	1967-01-01		C	37	295 QUEEN ST S	MISSISSAUGA	ON	CA	L5M1L9	
129928446RR0001	ST ANDREWS PRESBYTERIAN CHURCH	Registered	1967-01-01		C	37	24 STAVEBANK ROAD NORTH	MISSISSAUGA	ON	CA	L5G2T5	
891202145RR0001	ST HILARY'S COMMUNITY CARE CENTRES INC	Registered	1993-01-01		C	01	2055 HURONTARIO STREET	MISSISSAUGA	ON	CA	L5A2E6	
119182061RR0001	ST JOHN THE BAPTIST ANGLICAN CHURCH	Registered	1967-01-01		C	30	719 DUNDAS ST EAST	MISSISSAUGA	ON	CA	L4Y2B5	
889556668RR0001	ST MARKS PRESBYTERIAN CHURCH	Registered	1972-03-29		C	37	7366 DARCEL AVE	MISSISSAUGA	ON	CA	L4T3W6	
888003464RR0001	ST NEDELA MACEDONIAN ORTHODOX CHURCH, DURHAM, CANADA	Registered	1993-08-23		C	39	35 - 5160 EXPLORER DR	MISSISSAUGA	ON	CA	L4W4T7	
119202026RR0001	ST STEPHEN'S ON THE HILL UNITED CHURCH	Registered	1967-01-01		C	44	998 INDIAN ROAD	MISSISSAUGA	ON	CA	L5H1R5	
130928351RR0001	ST THOMAS A BECKET ANGLICAN CHURCH	Registered	1974-01-01		C	30	3535 SOUTH COMMON COURT	MISSISSAUGA	ON	CA	L5L2B3	
107910259RR0017	ST. FRANCIS OF ASSISI PARISH	Registered	1971-06-15		C	38	2473 THORNLODGE DRIVE	MISSISSAUGA	ON	CA	L5K1K8	
107910259RR0204	ST. FRANCIS XAVIER PARISH	Registered	1987-03-01		C	38	5650 MAVIS ROAD	MISSISSAUGA	ON	CA	L5V2N6	
119176030RR0001	ST. GREGORIOS ORTHODOX CHURCH OF TORONTO	Registered	1982-07-13		C	39	6890 PROFESSIONAL CRT	MISSISSAUGA	ON	CA	L4V1X6	
119176311RR0001	ST. HILARY'S CHURCH	Registered	1967-01-01		C	30	2055 HURONTARIO STREET	MISSISSAUGA	ON	CA	L5A2E6	
119176444RR0001	ST. HUGH & ST. EDMUND ANGLICAN CHURCH	Registered	1967-01-01		C	30	7314 GOREWAY DRIVE	MISSISSAUGA	ON	CA	L4T2V1	
846663813RR0001	ST. IGNATIOUS KNANAYA JACOBITE CHURCH TORONTO	Registered	2007-10-30		C	39	POST OFFICE BOX 20014	MISSISSAUGA	ON	CA	L5B4L7	
107910259RR0182	ST. JOHN OF THE CROSS PARISH	Registered	1978-07-17		C	38	6890 GLEN ERIN DRIVE	MISSISSAUGA	ON	CA	L5N2E1	
818304347RR0001	ST. JOSEPH SYRIAC CATHOLIC PARISH	Registered	2005-11-07		C	39	999 LAKESHORE ROAD EAST	MISSISSAUGA	ON	CA	L5E1E5	
895143741RR0001	ST. MARY'S ANTIOCHIAN ORTHODOX CHURCH (ONTARIO)	Registered	1995-03-14		C	39	280 TRADERS BLVD E	MISSISSAUGA	ON	CA	L4Z1W7	
107950032RR0001	ST. PETER'S CHURCH ERINDALE	Registered	1967-01-01		C	30	3041 MISSISSAUGA RD	MISSISSAUGA	ON	CA	L5L0B7	
848810941RR0001	ST. PETER'S SYRIAC ORTHODOX CHURCH OF CANADA	Registered	2003-08-25		C	39	2316 CLIFF ROAD	MISSISSAUGA	ON	CA	L5A2N9	
888463841RR0001	STEWARDS CANADA	Registered	1977-07-01		C	49	106-1915 BROAD HOLLOW GATE	MISSISSAUGA	ON	CA	L5L6A3	
864267133RR0001	STRAIGHT GATE MINISTRIES	Registered	2001-07-20		C	39	560 WILDGRASS ROAD	MISSISSAUGA	ON	CA	L5B4H7	
119200574RR0001	STREETSVILLE BAPTIST CHURCH,	Registered	1967-01-01		C	31	121 VISTA BLVD	MISSISSAUGA	ON	CA	L5M1W1	
130527278RR0001	STREETSVILLE UNITED CHURCH	Registered	1967-01-01		C	44	274 QUEEN STREET SOUTH	MISSISSAUGA	ON	CA	L5M1L8	
896034816RR0001	STS. PETER & PAUL COUNCIL NO. 11337 CHARITABLE WELFARE TRUST	Registered	2000-03-29		A	63	4081 CHELMSFORD COURT	MISSISSAUGA	ON	CA	L5B2X2	
890307978RR0001	SUPPORT AND TRUSTEE ADVISORY SERVICES	Registered	1996-04-01		C	11	6695 MILLCREEK AVE            UNIT 1	MISSISSAUGA	ON	CA	L5N5R8	
136268166RR0001	SUPPORTIVE HOUSING IN PEEL	Registered	1994-04-01		C	01	969 DERRY ROAD EAST           UNIT 107	MISSISSAUGA	ON	CA	L5T2J7	
863063293RR0001	SUSTAINABLE URBAN DEVELOPMENT ASSOCIATION	Registered	2005-04-02		C	21	2637 COUNCIL RING ROAD	MISSISSAUGA	ON	CA	L5L1S6	
119208072RR0001	SZECHENYI SOCIETY, INC.	Registered	1967-01-01		C	23	201 - 1715 LAKESHORE RD W	MISSISSAUGA	ON	CA	L5J1J4	
119288918RR1566	Tagalog Congregation of Jehovah's Witnesses, Mississauga, Ontario	Registered	2012-09-07		C	61	4351 DIXIE ROAD	MISSISSAUGA	ON	CA	L4W1M9	
119288918RR1444	Tamil Congregation of Jehovah's Witnesses, Mississauga, Ontario	Registered	2007-05-18		C	61	4351 DIXIE ROAD (SOUTH SIDE)	MISSISSAUGA	ON	CA	L4W1M9	
858380017RR0001	Teamwork Children's Services International	Registered	2006-01-01		C	01	5983 LADYBURN CRESCENT	MISSISSAUGA	ON	CA	L5M4V9	
840069710RR0001	Terence & Svea McKillen Foundation	Registered	2010-12-07		B	03	965 DAVECATH ROAD	MISSISSAUGA	ON	CA	L5J2R7	
826445538RR0001	The Andrew Rok Foundation	Registered	2013-04-09		C	21	500 - 2 ROBERT SPECK PKY	MISSISSAUGA	ON	CA	L4Z1H8	
847407137RR0001	The Apostolic Church Lawna-Canada	Registered	2014-08-08		C	39	180 MISSISSAUGA VALLEY BLVD   SUITE 73	MISSISSAUGA	ON	CA	L5A3M2	
826156739RR0001	The Barbados Canada Foundation	Registered	2013-08-14		C	21	3221 DERRY ROAD 3             POST OFFICE BOX 13502	MISSISSAUGA	ON	CA	L5N8G5	
804132538RR0001	The Bibleway Christian Tabernacle	Registered	2015-01-01		C	39	2949 GULFSTREAM WAY,	MISSISSAUGA	ON	CA	L5N6J9	
833371156RR0001	The Canadian Multicultural LEAD Organization for Mentoring and Training	Registered	2011-08-19		C	20	2102 PARKER DR	MISSISSAUGA	ON	CA	L5B1W2	
815269410RR0001	The Church in Mississauga	Registered	2008-01-01		C	39	2055 BRITANNIA RD W	MISSISSAUGA	ON	CA	L5M1P8	
131952376RR0003	The Church of God of Prophecy of Canada	Registered	1967-01-01		C	39	5145 TOMKEN ROAD	MISSISSAUGA	ON	CA	L4W1P1	
108140252RR0001	The Churchwardens of the Church of Trinity-St. Paul in Port Credit	Registered	1967-01-01		C	30	26 STAVEBANK ROAD N	MISSISSAUGA	ON	CA	L5G2T5	
803847375RR0001	The Coptic Orthodox Diocese of Mississauga, Vancouver & Western Canada	Registered	2015-01-01		C	49	1245 EGLINTON AVENUE WEST	MISSISSAUGA	ON	CA	L5V2M4	
720100726RR0001	The CE Academy	Registered	2017-06-19		C	20	155 QUEEN STREET EAST	MISSISSAUGA	ON	CA	L5G1N2	
889327466RR0001	The Dam - Develop Assist Mentor	Registered	1995-03-09		C	49	PO BOX 21217 RPO MEADOWVALE	MISSISSAUGA	ON	CA	L5N6A2	
820550986RR0001	The David J.D. Harris Foundation	Registered	2014-10-31		B	05	300 - 77 CITY CENTRE DR	MISSISSAUGA	ON	CA	L5B1M5	
801889874RR0001	The Earthshine Astronomy and Space Science Organization	Registered	2008-09-03		C	21	4348 DALLAS COURT	MISSISSAUGA	ON	CA	L4W4G7	
825468705RR0001	The Fidani Family Foundation	Registered	2012-05-09		A	03	6205 AIRPORT ROAD	MISSISSAUGA	ON	CA	L4V1E3	
844316109RR0001	The Fourth Box Charitable Foundation	Registered	2012-04-02		A	03	57 LAKESHORE ROAD E SUITE 4	MISSISSAUGA	ON	CA	L5G1C9	
847025665RR0001	The Gathering (Mississauga)	Registered	2009-09-01		C	39	171-5530 GLEN ERIN DRIVE	MISSISSAUGA	ON	CA	L5M6E8	
801220328RR0001	The Greg Morris Foundation	Registered	2015-12-30		B	03	1828 MALLWOOD COURT	MISSISSAUGA	ON	CA	L5J4A9	
820520443RR0001	The Gregg Zaun Foundation	Registered	2013-02-11		A	03	2-15 MISSISSAUGA RD N	MISSISSAUGA	ON	CA	L5H2H5	
837156157RR0001	The Holy Confessors of Transylvania	Registered	2009-01-01		C	39	1873 BRIARCROOK CRES	MISSISSAUGA	ON	CA	L4X1X3	
853149615RR0001	The Holy Remnant Apostolic Church of Jesus Christ	Registered	2007-07-09		C	39	11 - 6665 TOMKEN RD	MISSISSAUGA	ON	CA	L5T2C4	
830917001RR0001	The Hope Exchange StreetLevel Network	Registered	2010-12-22		C	09	PO BOX 21217 RPO MEADOWVALE	MISSISSAUGA	ON	CA	L5N6A2	
836212332RR0001	The House of Forward Foundation	Registered	2013-02-26		A	03	1099 SPRINGHILL DR	MISSISSAUGA	ON	CA	L5H1N2	
850797994RR0001	The Joe Di Palma Brain Tumor & Pediatrics Foundation	Registered	2007-04-13		B	13	6441 WARBLER LANE	MISSISSAUGA	ON	CA	L5N6E2	
833631377RR0001	The John and Kim Morrison Family Foundation	Registered	2013-12-23		B	03	1153 FAIR BIRCH DRIVE	MISSISSAUGA	ON	CA	L5H1M4	
843775776RR0001	The Kaylou Foundation	Registered	2013-10-29		B	03	1678 BRAMSEY DRIVE	MISSISSAUGA	ON	CA	L5J2H6	
805161593RR0001	The Learn and Uplift Foundation	Registered	2017-01-12		C	20	97 - 455 APACHE CRT	MISSISSAUGA	ON	CA	L4Z3W8	
811286574RR0001	The Meadows Baptist Church	Registered	2002-03-01		C	31	P.O. BOX 37	MISSISSAUGA	ON	CA	L5M2B7	
844468918RR0001	The Mississauga Furniture Bank	Registered	2011-03-03		C	09	1599 HURONTARIO STREET        SUITE 302	MISSISSAUGA	ON	CA	L5G4S1	
136304680RR0001	The PepsiCo Canada Foundation	Registered	1989-10-20		A	59	5205 SATELLITE DR	MISSISSAUGA	ON	CA	L4W5J7	
839944956RR0001	The Redeemed Christian Church of God - Glory House	Registered	2009-01-01		B	39	12-12 FALCONER DRIVE	MISSISSAUGA	ON	CA	L5N3L9	
842241713RR0001	The Redeemed Christian Church of God-New Dawn International Worship Centre	Registered	2015-10-16		C	39	58-2755 WINDWOOD DRIVE	MISSISSAUGA	ON	CA	L5N2C8	
836162503RR0001	The Regional Diversity Roundtable	Registered	2012-05-15		C	21	55 VILLAGE CENTRE PL          ROOM 107, BUILDING 28	MISSISSAUGA	ON	CA	L4Z1V9	
848269247RR0001	The Ron Brown Scholarship Fund	Registered	2012-11-16		C	21	405 THE WEST MALL             SUITE 910	MISSISSAUGA	ON	CA	M9C5J1	
852832609RR0001	The Sanctuary Church of Mississauga	Registered	2011-01-07		C	31	251 QUEEN STREET SOUTH        SUITE 131	MISSISSAUGA	ON	CA	L5M1L7	
770738920RR0001	The Silver Hotel Group Ruparell Foundation	Registered	2016-05-09		C	03	5830 CAMPUS ROAD              SUITE 100	MISSISSAUGA	ON	CA	L4V1G2	
823088430RR0001	The Trends Cares Foundation	Registered	2014-07-21		A	03	3755 LAIRD ROAD               UNIT 3	MISSISSAUGA	ON	CA	L5L0B3	
865519326RR0001	The Vine Church	Registered	2000-02-27		C	39	6487 MILLERS GROVE	MISSISSAUGA	ON	CA	L5M3E5	
811174259RR0001	The Way Truth Life Outreach Christian Ministries	Registered	2010-06-29		B	39	3553 REDMOND ROAD	MISSISSAUGA	ON	CA	L5B3T9	
816845937RR0001	Toronto Back to Bible Church	Registered	2013-04-04		C	39	4263 JEFTON CRES	MISSISSAUGA	ON	CA	L5L1Z2	
766438691RR0001	Toronto Impact Church	Registered	2017-09-26		B	39	339 RATHBURN ROAD WEST        UNIT 702	MISSISSAUGA	ON	CA	L5B0K6	
829917889RR0001	Toronto Saesoon Presbyterian Church	Registered	2012-04-02		C	37	3066 GIVEN ROAD,	MISSISSAUGA	ON	CA	L5A2N3	
119267862RR0001	Tourette Syndrome Foundation of Canada / La Fondation canadienne du syndrome de la Tourette	Registered	1976-04-26		C	13	245-5955 AIRPORT RD	MISSISSAUGA	ON	CA	L4V1R9	
812889285RR0001	Transformation Centre Assembly of God Church	Registered	2015-12-30		C	39	56-5536 MONTEVIDEO ROAD	MISSISSAUGA	ON	CA	L5N2P4	
888959178RR0001	Trinity Church Port Credit Endowment Fund	Registered	1977-09-01		A	45	26 STAVEBANK ROAD NORTH	MISSISSAUGA	ON	CA	L5G2T5	
812595007RR0001	Two Kids for Change	Registered	2012-04-01		B	03	8 5425 CREDITVIEW	MISSISSAUGA	ON	CA	L5V2P3	
864997002RR0001	TABERNACULO EVANGELICO DEL NAZARENO CHURCH OF THE NAZARENE	Registered	1993-01-01		C	47	3093 CHURCHILL AVE	MISSISSAUGA	ON	CA	L4T1R6	
108068040RR0001	TENDER YEARS CO-OPERATIVE SCHOOL INC.	Registered	1989-01-01		C	20	1444 DUNDAS CRESCENT	MISSISSAUGA	ON	CA	L5C1E9	
897210894RR0001	TENGYE LING TIBETAN BUDDHIST CENTRE	Registered	1991-07-17		C	49	910 JOHNATHAN DR	MISSISSAUGA	ON	CA	L4Y1J8	
888151883RR0001	THE ALFREDO DA CUNHA MEMORIAL FOUNDATION	Registered	1992-06-01		C	21	162 RANDI ROAD	MISSISSAUGA	ON	CA	L5A1V5	
132657396RR0001	THE ALZHEIMER SOCIETY OF PEEL	Registered	1985-04-01		C	13	60 BRIARWOOD AVE	MISSISSAUGA	ON	CA	L5G3N6	
119213155RR0001	THE ARK OF DELIVERANCE TABERNACLE	Registered	1987-04-07		C	39	56 CATTRICK  STREET	MISSISSAUGA	ON	CA	L4T1H5	
850935149RR0001	THE ARMENIAN CANADIAN MEDICAL ASSOCIATION OF ONTARIO	Registered	2005-02-21		C	13	101 - 100 QUEEN ST S	MISSISSAUGA	ON	CA	L5M1K8	
875619066RR0001	THE ASSEMBLIES OF YAHWEH IN CANADA SOCIETY	Registered	2004-02-03		C	47	PO BOX 2068 RPO SQUARE ONE	MISSISSAUGA	ON	CA	L5B3C6	
887727667RR0001	THE BANI HASHIM SOCIETY	Registered	1996-01-01		C	39	910 EGLINTON AVE E	MISSISSAUGA	ON	CA	L4W1K1	
806457149RR0001	THE BROPHY FAMILY FOUNDATION	Registered	2006-02-20		B	05	1600 JALNA AVENUE	MISSISSAUGA	ON	CA	L5J1S7	
133752444RR0001	THE BURTON CHARITABLE FOUNDATION	Registered	1967-01-01		B	03	26 SWANHURST BLVD.	MISSISSAUGA	ON	CA	L5N1B7	
888880267RR0001	THE CANADIAN DITCHLEY FOUNDATION	Registered	1987-01-20		C	21	3383 SAWMILL VALLEY DRIVE	MISSISSAUGA	ON	CA	L5L2Z8	
888102399RR0001	THE CANADIAN FOUNDATION FOR PHARMACY/LA FONDATION CANADIENNE	Registered	1967-01-01		C	23	5809 FIELDON ROAD	MISSISSAUGA	ON	CA	L5M5K1	
